,title,originallink,link,description,pubDate
2,"MS발 세계 IT 대란에 드러난 '초연결 사회' 맹점, ‘클라우드 신중론’ 부상",https://www.businesspost.co.kr/BP?command=article_view&num=359728,https://www.businesspost.co.kr/BP?command=article_view&num=359728,"&lt;연합<b>뉴스</b>&gt; 22일 로이터 등 외신에 따르면 지난 19일 전세계 항공, 금융, 의료 등 주요 분야를 마비시켰던 IT... 인천 국제공항 모습 &lt;연합<b>뉴스</b>&gt; 이번 사태로 클라우드 서비스 자체에 대한 신뢰도가 떨어져, 기업이나... ","Mon, 22 Jul 2024 17:24:00 +0900"
3,2024년 구이저우 ‘춘차오’ 결승전 개막,http://kr.people.com.cn/n3/2024/0722/c207888-20196438.html,http://kr.people.com.cn/n3/2024/0722/c207888-20196438.html,"관련 화제 조회 수가 780억 회에 달했고, 룽장현 방문 관광객이 1169만 2400명에 관광소득도 130억 7천만 위안(약 2조 4942억 7880만 원)을 달성했다. (번역: 조미경) 원문 출처: 인민망/자료 출처: 신화망 스포츠 <b>뉴스</b> 더보기","Mon, 22 Jul 2024 17:24:00 +0900"
4,"外人, 印 증시 임의소비재·자본재 주목...올해 9조원 유입",https://www.newspim.com/news/view/20240722000934,https://www.newspim.com/news/view/20240722000934,저마진 전기차 사업 확대에도 불구하고 적극적인 손익 관리를 통해 안정적인 영업 이익률을 보이고 있다&quot;고 지적했다. [뭄바이 로이터=<b>뉴스</b>핌] 2020년 3월 사람들이 인도 뭄바이 증권거래소 앞을 지나가고 있다.,"Mon, 22 Jul 2024 17:24:00 +0900"
5,"하나증권, 미국 주식 소수점 적립식 투자 챌린지 이벤트 진행",https://www.ngetnews.com/news/articleView.html?idxno=509366,https://www.ngetnews.com/news/articleView.html?idxno=509366,<b>뉴스</b>저널리즘 박지혜 기자 = 하나증권은 오는 9월 30일까지 미국 주식 매수 쿠폰을 증정하는 미국 주식 소수점 적립식 투자 챌린지를 진행한다고 22일 밝혔다. 미국 주식 소수점 적립식 투자 챌린지는 미국 주식 소수점... ,"Mon, 22 Jul 2024 17:24:00 +0900"
6,미 대선 영향에 코스피 2760대 후퇴…트럼프 수혜주는 올라,https://www.nocutnews.co.kr/news/6182325?utm_source=naver&utm_medium=article&utm_campaign=20240722052225,https://n.news.naver.com/mnews/article/079/0003919006?sid=101,"2원을 나타냈다. ※CBS노컷<b>뉴스</b>는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷<b>뉴스</b>사이트 : https://url.kr/b71afn","Mon, 22 Jul 2024 17:23:00 +0900"
7,"대우건설, 마포 성산 모아타운 1구역 시공사 선정",https://www.kpinews.kr/newsView/1065600700914326,https://www.kpinews.kr/newsView/1065600700914326,"대우건설에 따르면 마포 성산 모아타운 1구역 사업은 1만6665.12㎡의 부지에 지하 5층~지상 29층 6개동, 557세대 규모의 공동주택과 부대복리시설을 신축하는 사업으로 총 공사금액은 1972억 원규모이다. KPI<b>뉴스</b>","Mon, 22 Jul 2024 17:23:00 +0900"
8,"원주시, 시정홍보실장실 원상 복귀!",https://www.gukjenews.com/news/articleView.html?idxno=3049546,https://www.gukjenews.com/news/articleView.html?idxno=3049546,문제를 만들고 자신은 정당하다며 난리(?)를 부리는 일부 시청 관리직보다는 책임있는 자세로 문제를 해결하는 임명직 실장이 멋있어 보이는 것은 나만이 아닐 것&quot;이라고 뼈 있는 의견을 밝혔다. 민영<b>뉴스</b>통신사 국제<b>뉴스</b>,"Mon, 22 Jul 2024 17:22:00 +0900"
9,"신장 투루판시 다시 찾은 94세 ‘수박 할머니’, 열렬한 환영 받아…62년간 3...",http://kr.people.com.cn/n3/2024/0722/c203281-20196420.html,http://kr.people.com.cn/n3/2024/0722/c203281-20196420.html,요구사항은 매우 높아 박과식물 씨앗들이 세대를 거듭할수록 더 강해지기를 바라고 있다.? 우밍주 '수박 할머니'께 경의를 표한다! 번역: 이인숙 원문 출처: 인민망/자료 출처: CCTV<b>뉴스</b> 위챗 공식계정 사회 <b>뉴스</b> 더보기,"Mon, 22 Jul 2024 17:22:00 +0900"
0,[오<b>뉴스</b> 출연] 바이든 대선 후보 사퇴 (김열수 한국군사문제연구원 안보전략실...,https://news.sbs.co.kr/news/endPage.do?news_id=N1007732309&plink=ORI&cooper=NAVER,https://n.news.naver.com/mnews/article/055/0001174284?sid=104,오늘(22일)의 이슈를 김열수 한국군사문제연구원 안보전략실장과 오<b>뉴스</b>에서 함께 자세하게 알아봅니다. ※ 자세한 내용은 동영상으로 확인하실 수 있습니다.,"Mon, 22 Jul 2024 17:22:00 +0900"
1,"바이든 전격 사퇴, 중국 반응은?…관영매체 “더 흥미진진”",https://www.ekn.kr/web/view.php?key=20240722020341041,https://www.ekn.kr/web/view.php?key=20240722020341041,연합<b>뉴스</b>에 따르면 마오닝 중국 외교부 대변인은 22일 정례 브리핑에서 “바이든 대통령이 어제 대선 레이스에서 물러난다고 밝혔는데 어떻게 보는가&quot;라는 질문에 “미국 대선은 미국의 내정&quot;이라며 “나는 논평하지... ,"Mon, 22 Jul 2024 17:22:00 +0900"
2,제주버스 8월 1일부터 확 달라집니다,https://www.gukjenews.com/news/articleView.html?idxno=3049538,https://www.gukjenews.com/news/articleView.html?idxno=3049538,"다양한 매체를 통한 사전 홍보를 강화하고, 도 자체 상황실을 평일 오전 6시부터 오후 10시까지, 주말 오전 8시부터 오후 8시까지 운영해 실시간 민원 처리와 불편사항 개선에 나설 예정이다. 민영<b>뉴스</b>통신사 국제<b>뉴스</b>","Mon, 22 Jul 2024 17:22:00 +0900"
3,"신장 투루판시 다시 찾은 94세 ‘수박 할머니’, 열렬한 환영 받아…62년간 3...",http://kr.people.com.cn/n3/2024/0722/c203281-20196420.html,http://kr.people.com.cn/n3/2024/0722/c203281-20196420.html,요구사항은 매우 높아 박과식물 씨앗들이 세대를 거듭할수록 더 강해지기를 바라고 있다.? 우밍주 '수박 할머니'께 경의를 표한다! 번역: 이인숙 원문 출처: 인민망/자료 출처: CCTV<b>뉴스</b> 위챗 공식계정 사회 <b>뉴스</b> 더보기,"Mon, 22 Jul 2024 17:22:00 +0900"
4,한은 충북본부 중기 한시특별지원 기간 1년 연장,https://www.nocutnews.co.kr/news/6182327?utm_source=naver&utm_medium=article&utm_campaign=20240722052126,https://n.news.naver.com/mnews/article/079/0003919005?sid=102,"※CBS노컷<b>뉴스</b>는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : 카카오톡 : @노컷<b>뉴스</b>사이트 : https://url.kr/b71afn","Mon, 22 Jul 2024 17:22:00 +0900"
5,유통기한만 25년…美마트서 판매하는 '지구멸망키트' 뭐 들었나,http://www.edaily.co.kr/news/newspath.asp?newsid=03276726638957144,https://n.news.naver.com/mnews/article/018/0005795199?sid=104,미국 대형마트 코스트코가 온라인몰에서 판매하고 있는 비상식량 키트.(사진=코스트코 홈페이지 캡처) 18일(현지시각) 미국 NBC <b>뉴스</b>에 따르면 코스트코는 최근 유통기한이 25년인 비상식량 키트를 온라인에서 판매하기... ,"Mon, 22 Jul 2024 17:22:00 +0900"
6,"볼보코리아, '패밀리 세이프티 교통안전 영상 및 놀이자료' 배포",https://www.kpinews.kr/newsView/1065600567371595,https://www.kpinews.kr/newsView/1065600567371595,"해당 영상은 전국 육아종합지원센터(134개소) 관내 어린이집(2만7571개소) 영유아(89만2217명)에게 전달되며, 한국보육진흥원·중앙육아종합지원센터 공식 유튜브 및 인스타그램 채널 등에도 게시됐다. KPI<b>뉴스</b>","Mon, 22 Jul 2024 17:22:00 +0900"
7,"이재용 '삼성 부당합병·회계부정' 항소심, 이르면 내년 1월 선고",https://www.newspim.com/news/view/20240722000937,https://www.newspim.com/news/view/20240722000937,[서울=<b>뉴스</b>핌] 이호형 기자 = 이재용 삼성전자 회장. [사진=<b>뉴스</b>핌DB] 공판준비기일은 피고인 출석 의무가 없어 이날 이 회장 등 삼성 전·현직 임원들은 법정에 나오지 않고 변호인들만 출석했다. 재판부는 이 회장이... ,"Mon, 22 Jul 2024 17:22:00 +0900"
8,&quot;방역 먼저&quot; vs &quot;예배 자유&quot;…오락가락 판결에 교계 비판 목소리,https://www.goodnews1.com/news/articleView.html?idxno=436783,https://www.goodnews1.com/news/articleView.html?idxno=436783,▲광주 안디옥교회.(사진출처=연합<b>뉴스</b>) 그동안 정부의 방역 조치를 두고 교계에서는 교회와 일반 다중시설 간 형평성이 고려되지 않았다는 지적이 적지 않았다. 이번 대법원의 판단 역시 예배의 자유를 지나치게 제한하는... ,"Mon, 22 Jul 2024 17:22:00 +0900"
9,"핵융합 상용화, 민관협력으로 가속화…1조2천억 예타 추진",https://www.goodnews1.com/news/articleView.html?idxno=436775,https://www.goodnews1.com/news/articleView.html?idxno=436775,▲초전도핵융합연구장치(KSTAR).(사진출처=연합<b>뉴스</b>) 정부가 미래 에너지 기술인 핵융합에너지 확보를 위해... ▲민관 협력 플러그인 프로그램.(사진출처=연합<b>뉴스</b>) 이외에도 디지털 트윈으로 가상 핵융합로를 구현해... ,"Mon, 22 Jul 2024 17:22:00 +0900"
0,"이재용 '삼성 부당합병·회계부정' 항소심, 이르면 내년 1월 선고",https://www.newspim.com/news/view/20240722000937,https://www.newspim.com/news/view/20240722000937,[서울=<b>뉴스</b>핌] 이호형 기자 = 이재용 삼성전자 회장. [사진=<b>뉴스</b>핌DB] 공판준비기일은 피고인 출석 의무가 없어 이날 이 회장 등 삼성 전·현직 임원들은 법정에 나오지 않고 변호인들만 출석했다. 재판부는 이 회장이... ,"Mon, 22 Jul 2024 17:22:00 +0900"
1,"&quot;두 아들 걸고!&quot; 맹세했던 카라큘라 &quot;3천만 원 받아, 무서웠다&quot;…쯔양 해명하...",https://news.sbs.co.kr/news/endPage.do?news_id=N1007732218&plink=ORI&cooper=NAVER,https://n.news.naver.com/mnews/article/055/0001174283?sid=102,가짜<b>뉴스</b>를 퍼트리는 '렉카 연합'으로부터 과거를 빌미로 협박당해 돈을 갈취당했다고 주장했습니다. 이에... 협박한 '사이버레커' 유튜버들을 검찰에 고소했습니다. (구성 : 진상명 / 편집 : 김남우 / 제작 : 디지털<b>뉴스</b>편집부),"Mon, 22 Jul 2024 17:22:00 +0900"
2,"[카드<b>뉴스</b>] 한국타이어 후원, 포뮬러 E '한국 런던 E-PRIX'로 시즌 마무리",http://www.smarttimes.co.kr/news/articleView.html?idxno=22212,http://www.smarttimes.co.kr/news/articleView.html?idxno=22212,한국타이어앤테크놀로지㈜(대표이사 이수일)는 지난 20일과 21일(현지시간) 오피셜 스폰서로 활동하는 국제자동차연맹(FIA) 주관 전기차 레이싱 대회 'FIA 포뮬러 E 월드 챔피언십(포뮬러 E) 시즌10'이 진행한 '2024... ,"Mon, 22 Jul 2024 17:22:00 +0900"
3,오늘의 운세풀이 - 2024년 7월 24일(음력 6월 18일),https://www.newsgn.com/news/articleView.html?idxno=429947,https://www.newsgn.com/news/articleView.html?idxno=429947,"교육문의 및 사주·타로 상담 010 5229 1860 &lt;<b>뉴스</b>경남의 콘텐츠는 저작권법의 보호를 받는 바, 무단전재 및 크롤링 복사 재배포를 금합니다. 48년생 독단적인 일 처리는 원망을 산다 60년생 지출이 예상보다 많은 날이니... ","Mon, 22 Jul 2024 17:22:00 +0900"
4,"에코프로, 복지사각지대 아동과 '아름다운 동행'",https://www.newsworks.co.kr/news/articleView.html?idxno=759942,https://www.newsworks.co.kr/news/articleView.html?idxno=759942,시간이 아동들에게 소중한 추억으로 남았으면 좋겠다&quot;며 &quot;앞으로도 지역의 소외계층 아동들이 지역사회의 따스한 지역사회의 따스한 손길을 느낄 수 있도록 다양한 후원활동을 펼칠 계획&quot;이라고 전했다. [<b>뉴스</b>웍스=],"Mon, 22 Jul 2024 17:22:00 +0900"
5,&quot;방역 먼저&quot; vs &quot;예배 자유&quot;…오락가락 판결에 교계 비판 목소리,https://www.goodnews1.com/news/articleView.html?idxno=436783,https://www.goodnews1.com/news/articleView.html?idxno=436783,▲광주 안디옥교회.(사진출처=연합<b>뉴스</b>) 그동안 정부의 방역 조치를 두고 교계에서는 교회와 일반 다중시설 간 형평성이 고려되지 않았다는 지적이 적지 않았다. 이번 대법원의 판단 역시 예배의 자유를 지나치게 제한하는... ,"Mon, 22 Jul 2024 17:22:00 +0900"
6,제주버스 8월 1일부터 확 달라집니다,https://www.gukjenews.com/news/articleView.html?idxno=3049538,https://www.gukjenews.com/news/articleView.html?idxno=3049538,"다양한 매체를 통한 사전 홍보를 강화하고, 도 자체 상황실을 평일 오전 6시부터 오후 10시까지, 주말 오전 8시부터 오후 8시까지 운영해 실시간 민원 처리와 불편사항 개선에 나설 예정이다. 민영<b>뉴스</b>통신사 국제<b>뉴스</b>","Mon, 22 Jul 2024 17:22:00 +0900"
7,배달앱 3사 높은 수수료에 지자체 공공배달앱 '눈길',https://www.kpinews.kr/newsView/1065599448852794,https://www.kpinews.kr/newsView/1065599448852794,"이종우 아주대 경영학부 교수는 &quot;배달플랫폼엔 판매자, 소비자, 배달라이더가 있어야 하는데 공공배달앱엔 특히 소비자가 부족하다&quot;며 &quot;공공배달앱 활성화를 위해선 소비자를 이끌 유인책이 필요하다&quot;고 말했다. KPI<b>뉴스</b>","Mon, 22 Jul 2024 17:21:00 +0900"
8,[친절한 <b>뉴스</b>K] 제주 ‘바가지 논란’ 언제까지?…이젠 신고센터로,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8017789&ref=A,https://n.news.naver.com/mnews/article/056/0011766716?sid=102,,"Mon, 22 Jul 2024 17:21:00 +0900"
9,"인스타 영상 찍다 참변… 인도 유명 인플루언서, 폭포 추락사",https://www.etnews.com/20240722000216,https://n.news.naver.com/mnews/article/030/0003225612?sid=104,지난 18일(현지시각) CBS<b>뉴스</b>에 따르면 인도 뭄바이에서 활동하던 여행 인플루언서 안비 캄다르는 마하라슈트라주 서부 쿰브 폭포에서 인스타그램 릴스를 촬영하던 중 미끄러져 300피트(약 91m) 협곡 아래로 떨어졌다.... ,"Mon, 22 Jul 2024 17:21:00 +0900"
0,[D리포트] '점입가경' 한 달…&quot;누가 되든 문제&quot;,https://news.sbs.co.kr/news/endPage.do?news_id=N1007732217&plink=ORI&cooper=NAVER,https://n.news.naver.com/mnews/article/055/0001174282?sid=100,"수습하고 화합을 이끌어낼 수 있을지, 국민 눈높이에 맞는 집권 여당을 선보일 수 있을지 막중한 과제가 새 지도부 앞에 놓여 있습니다. (취재 : 안희재, 영상취재 : 양현철, 영상편집 : 오영택, 제작 : 디지털<b>뉴스</b>편집부)","Mon, 22 Jul 2024 17:21:00 +0900"
1,"류희림 체제 5기 방심위, 사실상 종료…&quot;당분간 디성소위만 진행&quot;",https://www.ddaily.co.kr/page/view/2024072217135803135,https://n.news.naver.com/mnews/article/138/0002178183?sid=105,"2022년 당시 방심위는 윤 대통령의 미국 방문 당시 불거진 자막 보도와 관련된 일부 방송사에 대해 중징계를 의결한 바 있고, '가짜<b>뉴스</b>'에 대한 심의전담센터를 설치하기도 했다. 특히 지난해 12월 류 전 위원장이 '신학림... ","Mon, 22 Jul 2024 17:20:00 +0900"
2,대학로의 별이 지다…‘아침이슬’ 김민기 별세,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8017788&ref=A,https://n.news.naver.com/mnews/article/056/0011766714?sid=103,김 씨는 무대 뒤에서 묵묵히 대중과 호흡하며 생전 입버릇 처럼 말하던 '뒷것 인생'을 마감했습니다. 김 씨의 빈소는 서울대학교병원 장례식장에 마련됐습니다. KBS <b>뉴스</b> 김상협입니다. 촬영기자:정형철/영상편집:이현모,"Mon, 22 Jul 2024 17:20:00 +0900"
3,전현무 &quot;방송 사고 신기록 보유…자다가 생방송 <b>뉴스</b> 펑크 내기도&quot; [종합],https://www.xportsnews.com/article/1884719,https://m.entertain.naver.com/article/311/0001751842,그래서 7초 펑크가 났었던 적이 있다&quot;라며 <b>뉴스</b> 진행 당시 펑크를 냈던 사실을 전했다. 그는 &quot;'KBS가 아침 6시를... 그래서 7초 만에 바로 일어나서 바로 <b>뉴스</b> 진행을 했다. 정신이 팍 들더라&quot;라며 방송사고를 냈던 과거를... ,"Mon, 22 Jul 2024 17:20:00 +0900"
4,"LS전선-LS일렉트릭, 세계 최초 IDC용 초전도솔루션 출시",https://www.lcnews.co.kr/news/articleView.html?idxno=80359,https://www.lcnews.co.kr/news/articleView.html?idxno=80359,LS전선-LS일렉트릭 'IDC용 초전도솔루션' 개념도 [사진=LS전선 제공] 라이센스<b>뉴스</b> = 박창배 기자 | LS전선과 LS일렉트릭이 데이터센터(IDC)용 초전도 사업에서 협력한다. LS전선은 LS일렉트릭과 함께 세계 최초로 IDC용... ,"Mon, 22 Jul 2024 17:20:00 +0900"
5,"유상범 &quot;박정훈 대령, 대통령실로부터 지시나 연락받은 적 없다는 사실 인정&quot;",https://www.thepublic.kr/news/articleView.html?idxno=230401,https://www.thepublic.kr/news/articleView.html?idxno=230401,"도취된 현역 장교의 그릇된 판단과 법리 오해, 그리고 대통령 격노라는 말초적 선동을 통해 대통령 탄핵까지 시도하려는 정치꾼들이 짝짜꿍한 희대의 정치음모 사건으로 기록될 것&quot;이라고 덧붙였다. &lt;사진=연합<b>뉴스</b>&gt; 더퍼블릭","Mon, 22 Jul 2024 17:20:00 +0900"
6,"[케이블TV 공동기획] ② 농촌유학 존립, 안정적 지원 절실",http://news.lghellovision.net/news/articleView.html?idxno=475230,http://news.lghellovision.net/news/articleView.html?idxno=475230,"농촌유학은 폐교 위기를 겪는 농촌의 작은 학교를 되살릴 대안으로,국가·지자체 차원의 체계적이고 안정적인 지원대책 마련이 절실합니다. B tv <b>뉴스</b> 엄상연입니다.] 영상취재: 조영석(SK브로드밴드)","Mon, 22 Jul 2024 17:20:00 +0900"
7,매해 입는 수해… 대전광역시 서구 특별재난지역 선포 필요,http://www.cmbdj.co.kr/ab-991-27878,http://www.cmbdj.co.kr/ab-991-27878,"특별재난지역 추가 선포가 이뤄진다면 피해 주민은 재난지원금과 국세·지방세 납부 제외, 전기·도시가스 요금 감면 등의 직간접적인 혜택을 기대할 수 있게 될 전망입니다. CMB<b>뉴스</b> 배지훈입니다.","Mon, 22 Jul 2024 17:20:00 +0900"
8,"최병천 &quot;與 전대 투표율 ↓어대한 깨져? 한동훈 지지율 기반 보면 답나와, NO...",https://www.ytn.co.kr/_ln/0101_202407221720527296,https://n.news.naver.com/mnews/article/052/0002064518?sid=100,"YTN라디오(FM 94.5) [YTN <b>뉴스</b>FM 이익선 최수영 이슈앤피플] □ 방송일시 : 2024년 07월 22일 (월) □ 진행 : 이익선, 최수영 □ 출연자 : 이택수 리얼미터 대표, 최병천 신성장경제연구소장 * 아래 텍스트는 실제 방송 내용과 차이가... ","Mon, 22 Jul 2024 17:20:00 +0900"
9,안덕근 산업장관 &quot;체코와 원전 전 분야 협력체계 구축 희망&quot;,https://www.newsworks.co.kr/news/articleView.html?idxno=759940,https://www.newsworks.co.kr/news/articleView.html?idxno=759940,"원전을 포함해 첨단산업·기술, 교통인프라 등 다양한 분야에서 경제협력을 심화·확대해 나감으로써 양국 관계가 완전히 새로운 차원의 파트너십으로 발전해 나가기를 기대한다&quot;고 강조했다. [<b>뉴스</b>웍스=허운연 기자]","Mon, 22 Jul 2024 17:20:00 +0900"
0,"LS전선-LS일렉트릭, 세계 최초 IDC용 초전도솔루션 출시",https://www.lcnews.co.kr/news/articleView.html?idxno=80359,https://www.lcnews.co.kr/news/articleView.html?idxno=80359,LS전선-LS일렉트릭 'IDC용 초전도솔루션' 개념도 [사진=LS전선 제공] 라이센스<b>뉴스</b> = 박창배 기자 | LS전선과 LS일렉트릭이 데이터센터(IDC)용 초전도 사업에서 협력한다. LS전선은 LS일렉트릭과 함께 세계 최초로 IDC용... ,"Mon, 22 Jul 2024 17:20:00 +0900"
1,제1기 안성시청년주말학교 청년활동가 양성과정 수료식 열려,https://www.onews.tv/news/articleView.html?idxno=213535,https://www.onews.tv/news/articleView.html?idxno=213535,©열린<b>뉴스</b>통신ONA  제1기 안성시청년주말학교 청년활동가 양성과정 수료식이 20일 청년문화공간 청년톡톡에서 열렸다. 안성시(시장 김보라)에 따르면 이번 교육은 2023년 청년정책분과위원회 교육·문화분과 정책제안... ,"Mon, 22 Jul 2024 17:20:00 +0900"
2,커지는 '트럼프 리스크'.. 셈법 복잡해진 韓 기업들,https://www.straightnews.co.kr/news/articleView.html?idxno=250952,https://www.straightnews.co.kr/news/articleView.html?idxno=250952,연합<b>뉴스</b> 최근 도날드 트럼프 전 대통령의 재집권 가능성이 대두되면서 국내 기업들의 긴장감이 커지고... 통합을 달성하면서 그동안 내홍으로 이탈한 지지층을 다시 결집해야 하는 과제를 안게 됐다. [스트레이트<b>뉴스</b> ],"Mon, 22 Jul 2024 17:20:00 +0900"
3,"최병천 &quot;與 전대 투표율 ↓어대한 깨져? 한동훈 지지율 기반 보면 답나와, NO...",https://www.ytn.co.kr/_ln/0101_202407221720527296,https://n.news.naver.com/mnews/article/052/0002064518?sid=100,"YTN라디오(FM 94.5) [YTN <b>뉴스</b>FM 이익선 최수영 이슈앤피플] □ 방송일시 : 2024년 07월 22일 (월) □ 진행 : 이익선, 최수영 □ 출연자 : 이택수 리얼미터 대표, 최병천 신성장경제연구소장 * 아래 텍스트는 실제 방송 내용과 차이가... ","Mon, 22 Jul 2024 17:20:00 +0900"
4,"경기도, 내년부터 임산부 교통비 100만 원 지원 추진",https://www.mhns.co.kr/news/articleView.html?idxno=615878,https://www.mhns.co.kr/news/articleView.html?idxno=615878,"위기 해결을 위한 다양한 정책을 마련하기 위해 최선을 다하겠다&quot;고 말했다. 교통비와 산후조리비 상향 지원 등 자세한 사항은 경기도 홈페이지 및 경기똑D 앱에서 확인할 수 있으며, 관련 정책 신청도 가능하다. 문화<b>뉴스</b>","Mon, 22 Jul 2024 17:20:00 +0900"
5,2단 평행봉 훈련중인 北 안창옥,https://www.news1.kr/photos/6773741,https://m.sports.naver.com/paris2024/article/421/0007679318,"=<b>뉴스</b>1) 박정호 기자 = 2024 파리올림픽에 참가하는 북한 체조 간판 안창옥이 22일 오후(한국시간) 프랑스... 비록해 육상과 유도, 복싱, 다이빙, 레슬링, 탁구 등 7개 종목 16명을 출전 선수로 등록했다. 2024.7.22/<b>뉴스</b>1","Mon, 22 Jul 2024 17:19:00 +0900"
6,2024 몽골 수탁 새마을교육 입교식,https://www.news1.kr/photos/6773751,https://n.news.naver.com/mnews/article/421/0007679319?sid=102,= 22일 경기도 성남시 새마을운동중앙회에서 열린 2024 몽골 수탁 새마을교육 입교식에서 연수생 등이 기념촬영을 하고 있다. (새마을운동중앙회 제공) 2024.7.22/<b>뉴스</b>1,"Mon, 22 Jul 2024 17:19:00 +0900"
7,2단 평행봉 훈련중인 북한 안옥,https://www.news1.kr/photos/6773749,https://m.sports.naver.com/paris2024/article/421/0007679317,"=<b>뉴스</b>1) 박정호 기자 = 2024 파리올림픽에 참가하는 북한 체조 간판 안창옥이 22일 오후(한국시간) 프랑스... 비록해 육상과 유도, 복싱, 다이빙, 레슬링, 탁구 등 7개 종목 16명을 출전 선수로 등록했다. 2024.7.22/<b>뉴스</b>1","Mon, 22 Jul 2024 17:19:00 +0900"
8,'새마을운동 화이팅',https://www.news1.kr/photos/6773752,https://n.news.naver.com/mnews/article/421/0007679320?sid=102,= 22일 경기도 성남시 새마을운동중앙회에서 열린 2024 몽골 수탁 새마을교육 입교식에서 연수생들이 파이팅을 외치고 있다. (새마을운동중앙회 제공) 2024.7.22/<b>뉴스</b>1,"Mon, 22 Jul 2024 17:19:00 +0900"
9,공모만 4번째…춘천 보건소장 공백 메워질까?,http://news.lghellovision.net/news/articleView.html?idxno=475176,http://news.lghellovision.net/news/articleView.html?idxno=475176,"그러니까 공고를 내보냈는데 저희가 적합도를 이제 봐야 되는 거죠.&quot;] 지역 공공의료를 지휘하는 보건소장,  이번 채용에서는 1년째 비워진 자리가 채워질지 관심이 쏠립니다. 헬로tv<b>뉴스</b> 전소연입니다.","Mon, 22 Jul 2024 17:18:00 +0900"
0,김병환 금융위원장 후보자 &quot;'정책금융 규모 지나치다' 지적에 공감&quot;,https://www.delighti.co.kr/news/articleView.html?idxno=83765,https://www.delighti.co.kr/news/articleView.html?idxno=83765,(사진=연합<b>뉴스</b>) 김병환 금융위원장 후보자는 22일 국내 금융시장 여신 규모 중 정책금융 비중이 너무 높다는 지적에 대해 &quot;지켜보겠다&quot;고 밝혔다. 윤석열 정부의 경제금융정책에 대해선 &quot;부족한 부분에 대해서는 인정하고... ,"Mon, 22 Jul 2024 17:18:00 +0900"
1,[DD퇴근길] 전세계 IT 대란 1.4조원 규모 책임공방…韓 망분리 덕분? &quot;운 좋았...,https://www.ddaily.co.kr/page/view/2024072216475773738,https://n.news.naver.com/mnews/article/138/0002178181?sid=105,전체 기사는 ‘디지털데일리 기사 하단의 관련<b>뉴스</b>(아웃링크)’에서 확인할 수 있습니다. 글로벌 IT 대란 책임공방 어떻게 될까 “피해금액 1조4000억원 전망” 전 세계를 휩쓴 IT 대란으로 인한 피해 금액이 조단위에... ,"Mon, 22 Jul 2024 17:18:00 +0900"
2,[다시보기] 헬로tv<b>뉴스</b> 충남 2024년 7월 22일,http://news.lghellovision.net/news/articleView.html?idxno=475229,http://news.lghellovision.net/news/articleView.html?idxno=475229,1. 표류하는 제2서해대교…향방은? 2. 조동식 의장 &quot;서산시민 목소리 경청&quot; 3. 태안서 첫 오징어 축제…다음 달 개막 4. 17억 원 가로챈 청원경찰 징역 7년 선고,"Mon, 22 Jul 2024 17:18:00 +0900"
3,뜀틀훈련 중인북한 체조간판 안창옥,https://www.news1.kr/photos/6773732,https://m.sports.naver.com/paris2024/article/421/0007679314,"=<b>뉴스</b>1) 박정호 기자 = 2024 파리올림픽에 참가하는 북한 체조 간판 안창옥이 22일 오후(한국시간) 프랑스... 비록해 육상과 유도, 복싱, 다이빙, 레슬링, 탁구 등 7개 종목 16명을 출전 선수로 등록했다. 2024.7.22/<b>뉴스</b>1","Mon, 22 Jul 2024 17:18:00 +0900"
4,"'일단 출발' 서울시발레단, 각색 더한 '한여름 밤의 꿈'",https://www.ngetnews.com/news/articleView.html?idxno=509358,https://www.ngetnews.com/news/articleView.html?idxno=509358,<b>뉴스</b>저널리즘 이하영 기자 = 국내 첫 컨템포러리 발레단인 서울시발레단이 '수장' 없이 우선 출발을 택했다. 첫 작품으로 낭만과 때묻지 않은 순수함을 비춘 '한여름 밤의 꿈'을 다음달 선보일 예정이다. 예술감독은 1년... ,"Mon, 22 Jul 2024 17:18:00 +0900"
5,[케이블TV 공동기획] ① 작은학교 살리는 '농촌유학',http://news.lghellovision.net/news/articleView.html?idxno=475228,http://news.lghellovision.net/news/articleView.html?idxno=475228,"추진 중인 가운데 참여 학교는 전국에 80여 곳, 참여 유학생은 300여 명에 이릅니다. 폐교 위기였던 농촌학교가 농촌유학 활성화로 다시 활기를 되찾고 있습니다. B tv <b>뉴스</b> 박원기입니다. 영상취재: 조영석(SK브로드밴드)","Mon, 22 Jul 2024 17:18:00 +0900"
6,공모만 4번째…춘천 보건소장 공백 메워질까?,http://news.lghellovision.net/news/articleView.html?idxno=475176,http://news.lghellovision.net/news/articleView.html?idxno=475176,"그러니까 공고를 내보냈는데 저희가 적합도를 이제 봐야 되는 거죠.&quot;] 지역 공공의료를 지휘하는 보건소장,  이번 채용에서는 1년째 비워진 자리가 채워질지 관심이 쏠립니다. 헬로tv<b>뉴스</b> 전소연입니다.","Mon, 22 Jul 2024 17:18:00 +0900"
